screen_seq,record_id,doi,arxiv_id,title,authors,year,venue,venue_tier,lineages,screen_score,abstract_available,decision,reason_code,note,lineage_final,screened_utc,screener
591,doi:10.1007/s10489-022-03344-3,10.1007/s10489-022-03344-3,,Machine learning techniques applied to mechanical fault diagnosis and fault prognosis in the context of real industrial manufacturing use-cases: a systematic literature review,Marta Fernandes; Juan M. Corchado; Goreti Marreiros,2022,Applied Intelligence,other,L10_cross_robot_few_shot,7.0,false,EXCLUDE,PROCESS_MACHINERY_ONLY,Industrial ML-FD SLR,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
592,doi:10.1016/0005-1098(94)90209-7,10.1016/0005-1098(94)90209-7,,"A survey of models, analysis tools and compensation methods for the control of machines with friction",Brian Armstrong-Hélouvry; Pierre E. Dupont; Carlos Canudas de Wit,1994,Automatica,C,L5_lie_geometry_equivariant,7.0,true,INCLUDE_FULLTEXT,CLASSIC_ANCHOR,Armstrong-Helouvry friction survey (Automatica 1994); classic anchor — friction is the dominant confounder of every torque-residual detector,L3_learned_momentum_observer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
593,doi:10.1016/j.cja.2021.10.006,10.1016/j.cja.2021.10.006,,Rotating machinery fault detection and diagnosis based on deep domain adaptation: A survey,Siyu Zhang; Lei Su; Jiefei Gu; Ke Li; Lang Zhou; Michael Pecht,2021,Chinese Journal of Aeronautics,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Rotating-machinery DA survey (covered by TIM review),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
594,doi:10.1016/j.neunet.2024.106099,10.1016/j.neunet.2024.106099,,Causal Disentanglement Domain Generalization for time-series signal fault diagnosis,Linshan Jia; Tommy W.S. Chow; Yixuan Yuan,2024,Neural Networks,other,L10_cross_robot_few_shot,7.0,false,INCLUDE_FULLTEXT,METHOD_RELEVANT,Causal disentanglement domain generalization for TS FD (Neural Networks 24); causal context-invariance mechanism relevant to fault-vs-context separation,L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
595,doi:10.1016/j.ress.2023.109171,10.1016/j.ress.2023.109171,,Cross-domain augmentation diagnosis: An adversarial domain-augmented generalization method for fault diagnosis under unseen working conditions,Qi Li; Liang Chen; Lin Kong; Dong Wang; Min Xia; Changqing Shen,2023,Reliability Engineering & System Safety,other,L10_cross_robot_few_shot,7.0,false,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Adversarial domain-augmented generalization for unseen conditions (RESS),L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
596,doi:10.1016/j.ress.2023.109891,10.1016/j.ress.2023.109891,,A novel generalized source-free domain adaptation approach for cross-domain industrial fault diagnosis,Jilun Tian; Jiusi Zhang; Yuchen Jiang; Shimeng Wu; Hao Luo; Shen Yin,2024,Reliability Engineering &amp; System Safety,other,L10_cross_robot_few_shot,7.0,false,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Generalized source-free DA (RESS),L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
597,doi:10.1038/s41598-025-90810-w,10.1038/s41598-025-90810-w,,Hybrid machine learning framework for predictive maintenance and anomaly detection in lithium-ion batteries using enhanced random forest,R. Kumar; Arvind R. Singh; P. Narayana; V. S. Chandrika; Mohit Bajaj; I. Zaitsev,2025,Scientific Reports,other,L5_lie_geometry_equivariant,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Battery predictive maintenance,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
598,doi:10.1080/10618600.2023.2174126,10.1080/10618600.2023.2174126,2101.02404v2,Modeling massive highly-multivariate nonstationary spatial data with the basis graphical lasso,Mitchell Krock; William Kleiber; Dorit Hammerling; Stephen Becker,2021,"Journal of Computational and Graphical Statistics, 32(4), 1472-1487 (2023)",other,L5_lie_geometry_equivariant; L7_mtsad_context_ood_sequential,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Spatial statistics,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
599,doi:10.1109/access.2021.3056767,10.1109/access.2021.3056767,,Fault Diagnosis of Bearings Based on Multi-Sensor Information Fusion and 2D Convolutional Neural Network,Jiaxing Wang; Dazhi Wang; Sihan Wang; Wenhui Li; Keling Song,2021,IEEE Access,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Bearing fusion CNN,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
600,doi:10.1109/cvpr52733.2024.01594,10.1109/cvpr52733.2024.01594,,PromptAD: Learning Prompts with only Normal Samples for Few-Shot Anomaly Detection,Xiaofan Li; Zhizhong Zhang; Xin Tan; Chengwei Chen; Yanyun Qu; Yuan Xie; Lizhuang Ma,2024,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Few-shot visual AD prompt learning,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
601,doi:10.1109/iros60139.2025.11246735,10.1109/iros60139.2025.11246735,2507.03934v1,Robust and Modular Multi-Limb Synchronization in Motion Stack for Space Robots with Trajectory Clamping via Hypersphere,Elian Neppel; Ashutosh Mishra; Shamistan Karimov; Kentaro Uno; Shreya Santra; Kazuya Yoshida,2025,"2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS), Pages 3767-3772",R,L4_structured_chain_graph_dynamics,7.0,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Multi-limb trajectory synchronization,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
602,doi:10.1109/lra.2026.3692060,10.1109/lra.2026.3692060,,Improved Anti-Peak Extended State Observer Based Data-Driven Trajectory Tracking Control for Unmanned Marine Vehicles,Li-Ying Hao; Xuqi Zhang; Huiying Liu,2026,IEEE Robotics and Automation Letters,R,L3_learned_momentum_observer,7.0,true,EXCLUDE,WRONG_OBJECT,Marine-vehicle ESO tracking,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
603,doi:10.1109/lra.2026.3703242,10.1109/lra.2026.3703242,,Robust Data-Driven Path Tracking Control for Autonomous Vehicles: A Koopman Operator Approach With High-Order Super-Twisting Observer,Shaobo Liang; Shuguo Pan; Zongliang Chen; Wang Gao; Xianlu Tao,2026,IEEE Robotics and Automation Letters,R,L3_learned_momentum_observer,7.0,true,EXCLUDE,WRONG_OBJECT,AV path tracking (Koopman),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
604,doi:10.1109/lra.2026.3715029,10.1109/lra.2026.3715029,,VTLoc: Learning-Based Tactile Contact Localization in Visual Point Clouds,Zhiyuan Wu; Zhuo Chen; Shan Luo,2026,IEEE Robotics and Automation Letters,R,L6_contact_collision_localization,7.0,false,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,VTLoc tactile contact localization in visual point clouds (RAL26),L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
605,doi:10.1109/tie.2026.3657018,10.1109/tie.2026.3657018,,Data-Driven Closed-Loop System Fault Diagnosis Using Feedback-Invariant Dynamic Residual Analysis,Li Wen; Qiang Liu; Biao Huang,2026,IEEE Transactions on Industrial Electronics,C,L2_manipulator_actuator_sensor_fdi,7.0,true,INCLUDE_FULLTEXT,METHOD_RELEVANT,Feedback-invariant dynamic residual analysis for closed-loop FD (TIE26); directly relevant to closed-loop detectability,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
606,doi:10.1109/tim.2023.3244237,10.1109/tim.2023.3244237,,Deep Transfer Learning for Bearing Fault Diagnosis: A Systematic Review Since 2016,Xiaohan Chen; Rui Yang; Yihao Xue; Mengjie Huang; Roberto Ferrero; Zidong Wang,2023,IEEE Transactions on Instrumentation and Measurement,other,L10_cross_robot_few_shot,7.0,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Deep transfer learning for bearing FD systematic review (TIM); L10 landscape,L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
607,doi:10.1111/exsy.13360,10.1111/exsy.13360,,Data‐driven fault diagnosis approaches for industrial equipment: A review,Atma Ram Sahu; Sanjay Kumar Palei; Aishwarya Mishra,2023,Expert Systems,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,PROCESS_MACHINERY_ONLY,DDFD review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
608,doi:10.1145/3570169,10.1145/3570169,,Nonverbal Cues in Human–Robot Interaction: A Communication Studies Perspective,Jacqueline Urakami; Katie Seaborn,2022,ACM Transactions on Human-Robot Interaction,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Nonverbal HRI communication,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
609,doi:10.1186/s10033-023-00838-0,10.1186/s10033-023-00838-0,,Denoising Fault-Aware Wavelet Network: A Signal Processing Informed Neural Network for Fault Diagnosis,Zuogang Shang; Zhibin Zhao; Ruqiang Yan,2023,Chinese Journal of Mechanical Engineering,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Wavelet-informed FD network,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
610,doi:10.1186/s42492-023-00140-9,10.1186/s42492-023-00140-9,,Vision transformer architecture and applications in digital health: a tutorial and survey,Khalid Al-hammuri; Fayez Gebali; Awos Kanan; Ilamparithi Thirumarai Chelvan,2023,Visual Computing for Industry Biomedicine and Art,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,ViT digital-health tutorial,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
611,doi:10.20944/preprints202210.0423.v1,10.20944/preprints202210.0423.v1,,Multivariate Time Series Dataset of Milling 16MnCr5 for Anomaly Detection,Tobias Schlagenhauf; Jan Wolf; Alexander Puchta,2022,,MDPI,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,7.0,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Milling anomaly dataset,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
612,doi:10.3262/paed2211053,10.3262/paed2211053,,Fachlernen setzt Leben lernen voraus,Adolf Bartz,2022,Pädagogik,other,L8_public_benchmarks_transfer,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,German pedagogy piece ('voraus' collision),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
613,doi:10.3390/bioengineering11040337,10.3390/bioengineering11040337,,The Role of AI in Hospitals and Clinics: Transforming Healthcare in the 21st Century,Shiva Maleki Varnosfaderani; Mohamad Forouzanfar,2024,Bioengineering,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,AI in hospitals review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
614,doi:10.3390/engproc2023039065,10.3390/engproc2023039065,,Automata Based Multivariate Time Series Analysis for Anomaly Detection over Sliding Time Windows,Arnold Hien; Nicolas Beldiceanu; Claude-Guy Quimper; María-I. Restrepo,2023,ITISE 2023,MDPI,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Automata TS tool (MDPI proc),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
615,doi:10.3390/j4040043,10.3390/j4040043,,The European Commission’s Proposal for an Artificial Intelligence Act—A Critical Assessment by Members of the Robotics and AI Law Society (RAILS),Martin Ebers; Veronica R. S. Hoch; Frank Rosenkranz; Hannah Ruschemeier; Björn Steinrötter,2021,J — Multidisciplinary Scientific Journal,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,AI Act commentary,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
616,doi:10.51202/0342-3743-2021-6-003,10.51202/0342-3743-2021-6-003,,Den Fälschern voraus,,2021,packREPORT,other,L8_public_benchmarks_transfer,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,German packaging piece ('voraus' collision),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
617,doi:10.52202/078360-0155,10.52202/078360-0155,,Deep Neural Network-Based Robust Collision Avoidance Control of Space Manipulator for Active Debris Removal,Shabadini Sampath; Feng Jinglang,2024,22nd IAA Symposium on Space Debris,other,L4_structured_chain_graph_dynamics,7.0,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Space-debris collision avoidance control,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
618,doi:10.52202/085713-5374,10.52202/085713-5374,,Multivariate Time Series Anomaly Detection with Idempotent Reconstruction,Xin Sun; Heng Zhou; Chao Li,2025,Advances in Neural Information Processing Systems 38,C,L8_public_benchmarks_transfer,7.0,false,INCLUDE_FULLTEXT,METHOD_RELEVANT,Idempotent-reconstruction MTSAD (NeurIPS25); newest reconstruction-family candidate for baseline slot,L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
619,doi:10.5771/9783465146506-147,10.5771/9783465146506-147,,IV. Conf X setzt Ad Simpl I 2 nicht voraus. Zur Diskussion mit Kenneth M. Wilson,Kurt Flasch,2024,Augustin neu lesen,other,L8_public_benchmarks_transfer,7.0,false,EXCLUDE,NOT_ROBOT_DOMAIN,Augustine philology ('voraus' collision),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
620,doi:10.9734/bpi/naer/v13/12782d,10.9734/bpi/naer/v13/12782d,,Study on Finite-time Fault-tolerant Control for a Robot Manipulator Based on Synchronous Terminal Sliding Mode Control,Quang Dan Le; Hee-Jun Kang,2021,New Approaches in Engineering Research Vol. 13,other,L5_lie_geometry_equivariant,7.0,true,EXCLUDE,OFF_TOPIC_OTHER,Book-chapter FTC reprint,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
621,tay:identifying patterns of proprioception and target matching acuity in healthy humans|carducci|2024,,2411.12664v1,Identifying patterns of proprioception and target matching acuity in healthy humans,Jacob Carducci; Jeremy D. Brown,2024,arXiv,other,L9_foundation_multimodal,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Human kinesthetic acuity,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
622,tay:xmodbench benchmarking cross modal capabilities and consistency in omni language models|wang|2025,,2510.15148v2,XModBench: Benchmarking Cross-Modal Capabilities and Consistency in Omni-Language Models,Xingrui Wang; Jiang Liu; Chao Huang; Xiaodong Yu; Ze Wang; Ximeng Sun; Jialian Wu; Alan Yuille; Emad Barsoum; Zicheng Liu,2025,Published as a conference paper at ICLR 2026,C,L_killer_precision,7.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Omni-LLM benchmark,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
623,doi:10.1007/s10994-022-06129-4,10.1007/s10994-022-06129-4,,Unsupervised anomaly detection in multivariate time series with online evolving spiking neural networks,Dennis Bäßler; Tobias Kortus; Gabriele Gühring,2022,Machine Learning,other,L8_public_benchmarks_transfer,6.999,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Online evolving spiking-NN MTSAD (Machine Learning),L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
624,doi:10.1177/14759217231158540,10.1177/14759217231158540,,Review on recent advances in structural health monitoring paradigm for looseness detection in bolted assemblies,Nikesh Chelimilla; Viswanath Chinthapenta; Naresh Kali; Srikanth Korla,2023,Structural Health Monitoring,other,L10_cross_robot_few_shot,6.995,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Bolt-looseness SHM review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
625,doi:10.1109/tmech.2022.3154087,10.1109/tmech.2022.3154087,,Extracting Human-Exoskeleton Interaction Torque for Cable-Driven Upper-Limb Exoskeleton Equipped With Torque Sensors,Yansong Wang; Ahmad Zahedi; Yanzheng Zhao; Dingguo Zhang,2022,IEEE/ASME Transactions on Mechatronics,C,L4_structured_chain_graph_dynamics,6.976,true,EXCLUDE,WRONG_OBJECT,Exoskeleton interaction torque,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
626,doi:10.1109/tpami.2021.3125686,10.1109/tpami.2021.3125686,,Few-shot domain-adaptive anomaly detection for cross-site brain images,Jianpo Su; Hui Shen; Limin Peng; D. Hu,2021,IEEE Transactions on Pattern Analysis and Machine Intelligence,other,L10_cross_robot_few_shot,6.976,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,"Few-shot domain-adaptive AD across sites (TPAMI, fMRI); mechanism-level neighbor for few-shot AD adaptation",L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
627,doi:10.1007/jhep12(2024)180,10.1007/jhep12(2024)180,,Modular anomaly of BPS back holes,Sergei Alexandrov; Khalil Bendriss,2024,Journal of High Energy Physics,other,L_killer_precision,6.966,true,EXCLUDE,NOT_ROBOT_DOMAIN,String-theory modular anomaly,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
628,doi:10.1109/eecr60807.2024.10607341,10.1109/eecr60807.2024.10607341,,Robotic Flexible Collision Detection Based on Second-Order Sliding-Mode Momentum Observer,Shouyan Chen; Hang Xiao; Liming Qiu; Qilin Bi; Xiaoqun Chen,2024,"2024 10th International Conference on Electrical Engineering, Control and Robotics (EECR)",other,L7_mtsad_context_ood_sequential,6.966,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,2nd-order sliding-mode MOB collision detection (weak conf),L3_learned_momentum_observer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
629,doi:10.1016/j.ejcon.2023.100939,10.1016/j.ejcon.2023.100939,,Uncertainty and velocity observer-based predefined-time nonsingular terminal sliding mode control of the underwater robot manipulators,Saeed Zaare; Mohammad Reza Soltanpour,2024,European Journal of Control,other,L3_learned_momentum_observer,6.955,false,EXCLUDE,WRONG_OBJECT,Underwater manipulator SMC,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
630,doi:10.1007/s10696-024-09588-0,10.1007/s10696-024-09588-0,,A data-efficient active learning architecture for anomaly detection in industrial time series data,David Holtz; Can Kaymakci; Daniel Leuthe; Simon Wenninger; Alexander Sauer,2025,Flexible Services and Manufacturing Journal,other,L8_public_benchmarks_transfer,6.939,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Active-learning labeling architecture for industrial TS AD; L11-adjacent labeling economics,L11_active_diagnosis,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
631,doi:10.1002/aisy.202300062,10.1002/aisy.202300062,,Independently Actuated Soft Magnetic Manipulators for Bimanual Operations in Confined Anatomical Cavities,Zaneta Koszowska; Michael Brockdorff; Tomás da Veiga; Giovanni Pittiglio; Peter Lloyd; Thomas Khan-White; Russell A. Harris; James Moor; James H. Chandler; Pietro Valdastri,2023,Advanced Intelligent Systems,other,L6_contact_collision_localization,6.931,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Magnetic continuum manipulators,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
632,doi:10.1109/iros55552.2023.10341698,10.1109/iros55552.2023.10341698,,Whole-Body Torque Control Without Joint Position Control Using Vibration-Suppressed Friction Compensation for Bipedal Locomotion of Gear-Driven Torque Sensorless Humanoid,Takuma Hiraoka; Shimpei Sato; Naoki Hiraoka; Annan Tang; Kunio Kojima; Kei Okada; Masayuki Inaba; Koji Kawasaki,2023,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),R,L6_contact_collision_localization,6.916,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Humanoid torque control with friction compensation,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
633,doi:10.1109/ro-man63969.2025.11217684,10.1109/ro-man63969.2025.11217684,,Nudging Without Words: Movement-Only Cues from a Robot Manipulator Influence Human Decisions,Dražen Brščić; Brian Scassellati,2025,2025 34th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),other,L_killer_precision,6.916,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Robot nudging study,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
